Date,Region,Department,Treatment_Type,Number_of_Patients,Treatment_Cost,Total_Revenue,Expense,Profit,Year,Currency,Payment_Method,Month,Month_Name,Profit_Margin,Cost_Per_Patient
11-07-2024,North,Cardiology,Medication,13,4443.3,57762.9,38673.89,19089.01,2024,INR,Cash,7,July,0.3305,2974.91
04-10-2024,North,Pediatrics,Surgery,10,3624.19,36241.9,24780.7,11461.2,2024,INR,Insurance,10,October,0.3162,2478.07
02-07-2024,West,Pediatrics,Therapy,31,152838.9,4738005.9,3109110.3,1628895.6,2024,EUR,Online Payment,7,July,0.3438,100293.88
05-06-2023,East,Pediatrics,Medication,41,419954.4,17218130.4,10403331.3,6814799.1,2023,EUR,Cash,6,June,0.3958,253739.79
19-11-2024,East,Emergency,Surgery,44,2950.34,129814.96,91437.97,38376.99,2024,INR,Online Payment,11,November,0.2956,2078.14
03-11-2023,East,Pediatrics,Therapy,29,413086.02,11979494.58,7365589.32,4613905.26,2023,USD,Cash,11,November,0.3852,253985.84
24-09-2023,West,Cardiology,Consultation,44,2989.37,131532.28,90435.78,41096.5,2023,INR,Cash,9,September,0.3124,2055.36
22-12-2023,West,Orthopedics,Therapy,42,23407.2,983102.4,541971,441131.4,2023,EUR,Cash,12,December,0.4487,12904.07
21-05-2023,East,Cardiology,Diagnostics,42,185984.74,7811359.08,4002366.24,3808992.84,2023,USD,Cash,5,May,0.4876,95294.43
30-08-2023,East,Pediatrics,Therapy,17,402105.95,6835801.15,5144011.32,1691789.83,2023,USD,Online Payment,8,August,0.2475,302588.9
10-08-2024,North,Oncology,Medication,31,284554.8,8821198.8,6020104.5,2801094.3,2024,EUR,Online Payment,8,August,0.3175,194196.92
17-03-2024,East,Pediatrics,Therapy,34,333474.91,11338146.94,6338435.27,4999711.67,2024,USD,Insurance,3,March,0.441,186424.57
05-02-2024,South,Pediatrics,Medication,18,3822.55,68805.9,58871.72,9934.18,2024,INR,Insurance,2,February,0.1444,3270.65
25-02-2023,East,General Medicine,Surgery,47,478.07,22469.29,19602.13,2867.16,2023,INR,Insurance,2,February,0.1276,417.07
26-06-2023,North,Pediatrics,Therapy,36,141313.5,5087286,4342810.5,744475.5,2023,EUR,Insurance,6,June,0.1463,120633.62
04-01-2024,East,Emergency,Therapy,4,3818.25,15273,9683.73,5589.27,2024,INR,Online Payment,1,January,0.366,2420.93
29-10-2024,North,Cardiology,Therapy,15,64451.16,966767.4,835249.75,131517.65,2024,USD,Cash,10,October,0.136,55683.32
16-03-2023,East,Emergency,Consultation,6,164078.55,984471.3,689940.82,294530.48,2023,USD,Cash,3,March,0.2992,114990.14
08-05-2024,East,General Medicine,Consultation,4,533.69,2134.76,1749.35,385.41,2024,INR,Cash,5,May,0.1805,437.34
10-01-2023,East,Orthopedics,Diagnostics,3,3649.26,10947.78,8832.22,2115.56,2023,INR,Cash,1,January,0.1932,2944.07
05-08-2024,East,Emergency,Diagnostics,47,193305.6,9085363.2,4898955.6,4186407.6,2024,EUR,Online Payment,8,August,0.4608,104233.1
17-03-2024,East,Pediatrics,Surgery,12,421254.9,5055058.8,2844497.7,2210561.1,2024,EUR,Cash,3,March,0.4373,237041.48
17-01-2023,East,General Medicine,Consultation,47,1153.56,54217.32,27199.35,27017.97,2023,INR,Cash,1,January,0.4983,578.71
13-10-2024,East,Emergency,Surgery,31,317342.7,9837623.7,7149813.3,2687810.4,2024,EUR,Online Payment,10,October,0.2732,230639.14
27-05-2024,South,Oncology,Medication,13,176653.8,2296499.4,1804861.8,491637.6,2024,EUR,Cash,5,May,0.2141,138835.52
10-04-2023,North,Emergency,Medication,37,372275.1,13774178.7,11843214.3,1930964.4,2023,EUR,Cash,4,April,0.1402,320086.87
16-10-2023,West,General Medicine,Medication,45,175.39,7892.55,4936.9,2955.65,2023,INR,Insurance,10,October,0.3745,109.71
18-06-2024,West,General Medicine,Medication,8,1432.4,11459.2,8600.64,2858.56,2024,INR,Insurance,6,June,0.2495,1075.08
24-04-2024,North,Cardiology,Medication,17,4613.25,78425.25,67474.47,10950.78,2024,INR,Online Payment,4,April,0.1396,3969.09
19-11-2024,East,Oncology,Therapy,32,216120.6,6915859.2,5760837,1155022.2,2024,EUR,Insurance,11,November,0.167,180026.16
09-11-2024,South,Oncology,Medication,28,4446.72,124508.16,95337.84,29170.32,2024,INR,Insurance,11,November,0.2343,3404.92
07-04-2024,North,Oncology,Therapy,37,76439.68,2828268.16,1888272.41,939995.75,2024,USD,Online Payment,4,April,0.3324,51034.39
26-04-2024,South,Cardiology,Surgery,34,2355.59,80090.06,66797.44,13292.62,2024,INR,Cash,4,April,0.166,1964.63
05-06-2024,North,General Medicine,Surgery,28,135788.4,3802075.2,2244883.5,1557191.7,2024,EUR,Cash,6,June,0.4096,80174.41
01-08-2024,East,Emergency,Therapy,32,328298.4,10505548.8,8044375.5,2461173.3,2024,EUR,Online Payment,8,August,0.2343,251386.73
11-09-2023,South,Pediatrics,Therapy,34,325577.7,11069641.8,7308333,3761308.8,2023,EUR,Cash,9,September,0.3398,214950.97
09-11-2024,West,General Medicine,Surgery,18,3345.9,60226.2,53065.87,7160.33,2024,INR,Cash,11,November,0.1189,2948.1
24-06-2024,East,Pediatrics,Surgery,32,182170.89,5829468.48,3359349.47,2470119.01,2024,USD,Online Payment,6,June,0.4237,104979.67
11-04-2024,West,Pediatrics,Diagnostics,16,3090.71,49451.36,29329.06,20122.3,2024,INR,Online Payment,4,April,0.4069,1833.07
17-09-2024,East,Pediatrics,Surgery,45,45904.81,2065716.45,1414014.56,651701.89,2024,USD,Cash,9,September,0.3155,31422.55
12-05-2023,North,General Medicine,Therapy,38,247794.3,9416183.4,5068719,4347464.4,2023,EUR,Insurance,5,May,0.4617,133387.34
01-03-2023,North,Emergency,Consultation,27,178683.23,4824447.21,2806794.4,2017652.81,2023,USD,Insurance,3,March,0.4182,103955.35
21-04-2023,West,Pediatrics,Therapy,32,2757.58,88242.56,68641.96,19600.6,2023,INR,Online Payment,4,April,0.2221,2145.06
01-06-2024,West,Cardiology,Diagnostics,8,77060.52,616484.16,514526.13,101958.03,2024,USD,Online Payment,6,June,0.1654,64315.77
30-10-2024,West,Emergency,Consultation,25,255612.6,6390315,4097227.5,2293087.5,2024,EUR,Online Payment,10,October,0.3588,163889.1
29-03-2023,East,Orthopedics,Therapy,16,2533.23,40531.68,24111.99,16419.69,2023,INR,Online Payment,3,March,0.4051,1507
02-11-2024,South,Orthopedics,Medication,46,30639.45,1409414.7,1243222.14,166192.56,2024,USD,Cash,11,November,0.1179,27026.57
18-08-2023,South,Pediatrics,Surgery,47,239535.9,11258187.3,9373842,1884345.3,2023,EUR,Cash,8,August,0.1674,199443.45
29-06-2024,North,Orthopedics,Surgery,38,360373.55,13694194.9,7711960.77,5982234.13,2024,USD,Cash,6,June,0.4368,202946.34
23-03-2024,South,Pediatrics,Diagnostics,8,355127.95,2841023.6,1883250.91,957772.69,2024,USD,Online Payment,3,March,0.3371,235406.36
01-04-2023,East,General Medicine,Consultation,41,190673.41,7817609.81,5992437.32,1825172.49,2023,USD,Cash,4,April,0.2335,146157.01
19-08-2024,East,Orthopedics,Surgery,15,4665.3,69979.5,50184.14,19795.36,2024,INR,Cash,8,August,0.2829,3345.61
07-01-2024,West,Oncology,Consultation,27,322808.4,8715826.8,6383219.4,2332607.4,2024,EUR,Cash,1,January,0.2676,236415.53
26-10-2023,North,General Medicine,Surgery,37,4455.31,164846.47,136961.36,27885.11,2023,INR,Online Payment,10,October,0.1692,3701.66
15-11-2024,South,Orthopedics,Consultation,48,3637.23,174587.04,129368.56,45218.48,2024,INR,Cash,11,November,0.259,2695.18
06-03-2023,South,Pediatrics,Consultation,1,374116.69,374116.69,195372.04,178744.65,2023,USD,Insurance,3,March,0.4778,195372.04
20-05-2024,North,Cardiology,Therapy,18,1268.29,22829.22,15809.81,7019.41,2024,INR,Insurance,5,May,0.3075,878.32
21-06-2024,East,Emergency,Diagnostics,34,141525.9,4811880.6,2915183.7,1896696.9,2024,EUR,Insurance,6,June,0.3942,85740.7
14-02-2024,North,Pediatrics,Diagnostics,8,264745.1,2117960.8,1577507.13,540453.67,2024,USD,Online Payment,2,February,0.2552,197188.39
21-06-2024,North,Pediatrics,Therapy,35,1154.01,40390.35,25455.38,14934.97,2024,INR,Cash,6,June,0.3698,727.3
01-12-2024,South,Pediatrics,Consultation,33,316181.7,10433996.1,6375314.7,4058681.4,2024,EUR,Cash,12,December,0.389,193191.35
15-07-2024,North,Orthopedics,Medication,6,286637.18,1719823.08,1140581.85,579241.23,2024,USD,Online Payment,7,July,0.3368,190096.98
18-09-2023,South,General Medicine,Surgery,6,630.25,3781.5,1956.75,1824.75,2023,INR,Cash,9,September,0.4825,326.12
07-03-2024,West,Oncology,Consultation,3,14437.85,43313.55,33320.35,9993.2,2024,USD,Cash,3,March,0.2307,11106.78
10-01-2024,East,Cardiology,Diagnostics,17,2506.51,42610.67,34653.46,7957.21,2024,INR,Cash,1,January,0.1867,2038.44
15-02-2024,South,Emergency,Consultation,34,161853.32,5503012.88,3342523.71,2160489.17,2024,USD,Cash,2,February,0.3926,98309.52
15-01-2023,North,Orthopedics,Therapy,39,221410.8,8635021.2,6605159.09,2029862.11,2023,USD,Insurance,1,January,0.2351,169363.05
28-11-2024,South,General Medicine,Therapy,38,161659.1,6143045.8,3659257.52,2483788.28,2024,USD,Cash,11,November,0.4043,96296.25
12-09-2024,East,Pediatrics,Consultation,43,271052.1,11655240.3,9986391,1668849.3,2024,EUR,Online Payment,9,September,0.1432,232241.65
15-03-2023,South,Orthopedics,Consultation,46,124835.4,5742428.4,3757705.2,1984723.2,2023,EUR,Online Payment,3,March,0.3456,81689.24
06-04-2024,North,Orthopedics,Medication,27,4279.88,115556.76,100531.99,15024.77,2024,INR,Insurance,4,April,0.13,3723.41
26-04-2024,East,Cardiology,Surgery,19,370283.75,7035391.25,4443665.62,2591725.63,2024,USD,Online Payment,4,April,0.3684,233877.14
23-07-2024,West,Emergency,Surgery,3,415719.9,1247159.7,702218.7,544941,2024,EUR,Insurance,7,July,0.4369,234072.9
20-12-2023,North,Orthopedics,Medication,18,3526.23,63472.14,41143.6,22328.54,2023,INR,Cash,12,December,0.3518,2285.76
19-11-2023,North,Emergency,Medication,19,243166.76,4620168.44,2850703.89,1769464.55,2023,USD,Online Payment,11,November,0.383,150037.05
06-01-2023,South,Emergency,Consultation,1,321628.5,321628.5,237013.2,84615.3,2023,EUR,Insurance,1,January,0.2631,237013.2
20-06-2023,West,General Medicine,Surgery,36,3953.66,142331.76,121609.86,20721.9,2023,INR,Online Payment,6,June,0.1456,3378.05
20-06-2023,South,Orthopedics,Diagnostics,5,259968.45,1299842.25,789634.61,510207.64,2023,USD,Insurance,6,June,0.3925,157926.92
24-07-2024,North,Oncology,Diagnostics,1,132217.2,132217.2,73780.2,58437,2024,EUR,Insurance,7,July,0.442,73780.2
20-11-2024,West,Oncology,Diagnostics,13,446178.6,5800321.8,4998569.4,801752.4,2024,EUR,Insurance,11,November,0.1382,384505.34
31-10-2024,North,Oncology,Consultation,31,189805.5,5883970.5,5158738.8,725231.7,2024,EUR,Online Payment,10,October,0.1233,166410.93
22-10-2024,West,Emergency,Consultation,25,928.22,23205.5,19883.47,3322.03,2024,INR,Cash,10,October,0.1432,795.34
10-04-2023,East,Orthopedics,Diagnostics,11,180330.3,1983633.3,1436761.8,546871.5,2023,EUR,Insurance,4,April,0.2757,130614.71
28-07-2024,South,General Medicine,Consultation,36,4281.97,154150.92,113294.59,40856.33,2024,INR,Online Payment,7,July,0.265,3147.07
05-09-2023,North,Pediatrics,Diagnostics,4,3768.87,15075.48,8942.98,6132.5,2023,INR,Insurance,9,September,0.4068,2235.74
16-05-2023,South,General Medicine,Consultation,37,168117.3,6220340.1,4300270.2,1920069.9,2023,EUR,Cash,5,May,0.3087,116223.52
21-02-2023,North,Pediatrics,Surgery,47,240880.11,11321365.17,8142934.12,3178431.05,2023,USD,Online Payment,2,February,0.2807,173253.92
03-09-2024,West,Oncology,Surgery,37,363415.5,13446373.5,7207349.4,6239024.1,2024,EUR,Cash,9,September,0.464,194793.23
06-02-2023,East,Emergency,Consultation,24,363394.75,8721474,6960616.55,1760857.45,2023,USD,Online Payment,2,February,0.2019,290025.69
21-01-2023,North,Cardiology,Therapy,11,438595.2,4824547.2,4331014.2,493533,2023,EUR,Cash,1,January,0.1023,393728.56
22-06-2023,South,Oncology,Diagnostics,4,4832.26,19329.04,16202.82,3126.22,2023,INR,Cash,6,June,0.1617,4050.7
28-09-2024,East,Oncology,Therapy,49,340081.2,16663978.8,10636099.2,6027879.6,2024,EUR,Cash,9,September,0.3617,217063.25
01-06-2024,East,Orthopedics,Surgery,50,458.41,22920.5,16528.21,6392.29,2024,INR,Online Payment,6,June,0.2789,330.56
15-07-2023,South,General Medicine,Surgery,19,109691.97,2084147.43,1522703.89,561443.54,2023,USD,Cash,7,July,0.2694,80142.31
