Date,Region,Department,Treatment_Type,Number_of_Patients,Treatment_Cost,Total_Revenue,Expense,Profit,Year,Currency,Payment_Method,Month,Month_Name,Profit_Margin,Cost_Per_Patient
2024-07-11,North,Cardiology,Medication,13,4443.3,57762.9,38673.89,19089.01,2024,INR,Cash,7,July,0.3305,2974.91
2024-10-04,North,Pediatrics,Surgery,10,3624.19,36241.9,24780.7,11461.2,2024,INR,Insurance,10,October,0.3162,2478.07
2024-07-02,West,Pediatrics,Therapy,31,1698.21,52644.51,34545.67,18098.84,2024,EUR,Online Payment,7,July,0.3438,1114.38
2023-06-05,East,Pediatrics,Medication,41,4666.16,191312.56,115592.57,75719.98999999999,2023,EUR,Cash,6,June,0.3958,2819.33
2024-11-19,East,Emergency,Surgery,44,2950.34,129814.96,91437.97,38376.99000000001,2024,INR,Online Payment,11,November,0.2956,2078.14
2023-11-03,East,Pediatrics,Therapy,29,4976.94,144331.26,88742.04,55589.22000000002,2023,USD,Cash,11,November,0.3852,3060.07
2023-09-24,West,Cardiology,Consultation,44,2989.37,131532.28,90435.78,41096.5,2023,INR,Cash,9,September,0.3124,2055.36
2023-12-22,West,Orthopedics,Therapy,42,260.08,10923.36,6021.9,4901.460000000001,2023,EUR,Cash,12,December,0.4487,143.38
2023-05-21,East,Cardiology,Diagnostics,42,2240.78,94112.76,48221.28,45891.48,2023,USD,Cash,5,May,0.4876,1148.13
2023-08-30,East,Pediatrics,Therapy,17,4844.65,82359.05,61976.04,20383.01,2023,USD,Online Payment,8,August,0.2475,3645.65
2024-08-10,North,Oncology,Medication,31,3161.72,98013.32,66890.05,31123.27,2024,EUR,Online Payment,8,August,0.3175,2157.74
2024-03-17,East,Pediatrics,Therapy,34,4017.77,136604.18,76366.69,60237.48999999999,2024,USD,Insurance,3,March,0.441,2246.08
2024-02-05,South,Pediatrics,Medication,18,3822.55,68805.9,58871.72,9934.179999999993,2024,INR,Insurance,2,February,0.1444,3270.65
2023-02-25,East,General Medicine,Surgery,47,478.07,22469.29,19602.13,2867.16,2023,INR,Insurance,2,February,0.1276,417.07
2023-06-26,North,Pediatrics,Therapy,36,1570.15,56525.4,48253.45,8271.950000000004,2023,EUR,Insurance,6,June,0.1463,1340.37
2024-01-04,East,Emergency,Therapy,4,3818.25,15273.0,9683.73,5589.27,2024,INR,Online Payment,1,January,0.366,2420.93
2024-10-29,North,Cardiology,Therapy,15,776.52,11647.8,10063.25,1584.549999999999,2024,USD,Cash,10,October,0.136,670.88
2023-03-16,East,Emergency,Consultation,6,1976.85,11861.1,8312.54,3548.559999999999,2023,USD,Cash,3,March,0.2992,1385.42
2024-05-08,East,General Medicine,Consultation,4,533.69,2134.76,1749.35,385.4100000000003,2024,INR,Cash,5,May,0.1805,437.34
2023-01-10,East,Orthopedics,Diagnostics,3,3649.26,10947.78,8832.22,2115.560000000001,2023,INR,Cash,1,January,0.1932,2944.07
2024-08-05,East,Emergency,Diagnostics,47,2147.84,100948.48,54432.84,46515.64,2024,EUR,Online Payment,8,August,0.4608,1158.15
2024-03-17,East,Pediatrics,Surgery,12,4680.61,56167.32,31605.53,24561.79,2024,EUR,Cash,3,March,0.4373,2633.79
2023-01-17,East,General Medicine,Consultation,47,1153.56,54217.32,27199.35,27017.97,2023,INR,Cash,1,January,0.4983,578.71
2024-10-13,East,Emergency,Surgery,31,3526.03,109306.93,79442.37,29864.56,2024,EUR,Online Payment,10,October,0.2732,2562.66
2024-05-27,South,Oncology,Medication,13,1962.82,25516.66,20054.02,5462.639999999999,2024,EUR,Cash,5,May,0.2141,1542.62
2023-04-10,North,Emergency,Medication,37,4136.39,153046.43,131591.27,21455.16,2023,EUR,Cash,4,April,0.1402,3556.52
2023-10-16,West,General Medicine,Medication,45,175.39,7892.55,4936.9,2955.650000000001,2023,INR,Insurance,10,October,0.3745,109.71
2024-06-18,West,General Medicine,Medication,8,1432.4,11459.2,8600.64,2858.560000000001,2024,INR,Insurance,6,June,0.2495,1075.08
2024-04-24,North,Cardiology,Medication,17,4613.25,78425.25,67474.47,10950.78,2024,INR,Online Payment,4,April,0.1396,3969.09
2024-11-19,East,Oncology,Therapy,32,2401.34,76842.88,64009.3,12833.58,2024,EUR,Insurance,11,November,0.167,2000.29
2024-11-09,South,Oncology,Medication,28,4446.72,124508.16,95337.84,29170.32000000001,2024,INR,Insurance,11,November,0.2343,3404.92
2024-04-07,North,Oncology,Therapy,37,920.96,34075.52,22750.27,11325.25,2024,USD,Online Payment,4,April,0.3324,614.87
2024-04-26,South,Cardiology,Surgery,34,2355.59,80090.06,66797.44,13292.62,2024,INR,Cash,4,April,0.166,1964.63
2024-06-05,North,General Medicine,Surgery,28,1508.76,42245.28,24943.15,17302.13,2024,EUR,Cash,6,June,0.4096,890.83
2024-08-01,East,Emergency,Therapy,32,3647.76,116728.32,89381.95,27346.37000000001,2024,EUR,Online Payment,8,August,0.2343,2793.19
2023-09-11,South,Pediatrics,Therapy,34,3617.53,122996.02,81203.7,41792.32000000001,2023,EUR,Cash,9,September,0.3398,2388.34
2024-11-09,West,General Medicine,Surgery,18,3345.9,60226.2,53065.87,7160.329999999994,2024,INR,Cash,11,November,0.1189,2948.1
2024-06-24,East,Pediatrics,Surgery,32,2194.83,70234.56,40474.09,29760.47,2024,USD,Online Payment,6,June,0.4237,1264.82
2024-04-11,West,Pediatrics,Diagnostics,16,3090.71,49451.36,29329.06,20122.3,2024,INR,Online Payment,4,April,0.4069,1833.07
2024-09-17,East,Pediatrics,Surgery,45,553.07,24888.15,17036.32,7851.830000000002,2024,USD,Cash,9,September,0.3155,378.58
2023-05-12,North,General Medicine,Therapy,38,2753.27,104624.26,56319.1,48305.16,2023,EUR,Insurance,5,May,0.4617,1482.08
2023-03-01,North,Emergency,Consultation,27,2152.81,58125.87,33816.8,24309.07,2023,USD,Insurance,3,March,0.4182,1252.47
2023-04-21,West,Pediatrics,Therapy,32,2757.58,88242.56,68641.96,19600.59999999999,2023,INR,Online Payment,4,April,0.2221,2145.06
2024-06-01,West,Cardiology,Diagnostics,8,928.44,7427.52,6199.11,1228.410000000001,2024,USD,Online Payment,6,June,0.1654,774.89
2024-10-30,West,Emergency,Consultation,25,2840.14,71003.5,45524.75,25478.75,2024,EUR,Online Payment,10,October,0.3588,1820.99
2023-03-29,East,Orthopedics,Therapy,16,2533.23,40531.68,24111.99,16419.69,2023,INR,Online Payment,3,March,0.4051,1507.0
2024-11-02,South,Orthopedics,Medication,46,369.15,16980.9,14978.58,2002.320000000002,2024,USD,Cash,11,November,0.1179,325.62
2023-08-18,South,Pediatrics,Surgery,47,2661.51,125090.97,104153.8,20937.17,2023,EUR,Cash,8,August,0.1674,2216.04
2024-06-29,North,Orthopedics,Surgery,38,4341.85,164990.3,92915.19,72075.10999999999,2024,USD,Cash,6,June,0.4368,2445.14
2024-03-23,South,Pediatrics,Diagnostics,8,4278.65,34229.2,22689.77,11539.43,2024,USD,Online Payment,3,March,0.3371,2836.22
2023-04-01,East,General Medicine,Consultation,41,2297.27,94188.07,72198.04,21990.03000000001,2023,USD,Cash,4,April,0.2335,1760.93
2024-08-19,East,Orthopedics,Surgery,15,4665.3,69979.5,50184.14,19795.36,2024,INR,Cash,8,August,0.2829,3345.61
2024-01-07,West,Oncology,Consultation,27,3586.76,96842.52,70924.66,25917.86,2024,EUR,Cash,1,January,0.2676,2626.84
2023-10-26,North,General Medicine,Surgery,37,4455.31,164846.47,136961.36,27885.11000000002,2023,INR,Online Payment,10,October,0.1692,3701.66
2024-11-15,South,Orthopedics,Consultation,48,3637.23,174587.04,129368.56,45218.48000000001,2024,INR,Cash,11,November,0.259,2695.18
2023-03-06,South,Pediatrics,Consultation,1,4507.43,4507.43,2353.88,2153.55,2023,USD,Insurance,3,March,0.4778,2353.88
2024-05-20,North,Cardiology,Therapy,18,1268.29,22829.22,15809.81,7019.410000000002,2024,INR,Insurance,5,May,0.3075,878.32
2024-06-21,East,Emergency,Diagnostics,34,1572.51,53465.34,32390.93,21074.41,2024,EUR,Insurance,6,June,0.3942,952.67
2024-02-14,North,Pediatrics,Diagnostics,8,3189.7,25517.6,19006.11,6511.489999999998,2024,USD,Online Payment,2,February,0.2552,2375.76
2024-06-21,North,Pediatrics,Therapy,35,1154.01,40390.35,25455.38,14934.97,2024,INR,Cash,6,June,0.3698,727.3
2024-12-01,South,Pediatrics,Consultation,33,3513.13,115933.29,70836.83,45096.45999999999,2024,EUR,Cash,12,December,0.389,2146.57
2024-07-15,North,Orthopedics,Medication,6,3453.46,20720.76,13741.95,6978.809999999998,2024,USD,Online Payment,7,July,0.3368,2290.33
2023-09-18,South,General Medicine,Surgery,6,630.25,3781.5,1956.75,1824.75,2023,INR,Cash,9,September,0.4825,326.12
2024-03-07,West,Oncology,Consultation,3,173.95,521.85,401.45,120.4,2024,USD,Cash,3,March,0.2307,133.82
2024-01-10,East,Cardiology,Diagnostics,17,2506.51,42610.67,34653.46,7957.209999999999,2024,INR,Cash,1,January,0.1867,2038.44
2024-02-15,South,Emergency,Consultation,34,1950.04,66301.36,40271.37,26029.99,2024,USD,Cash,2,February,0.3926,1184.45
2023-01-15,North,Orthopedics,Therapy,39,2667.6,104036.4,79580.23,24456.17,2023,USD,Insurance,1,January,0.2351,2040.52
2024-11-28,South,General Medicine,Therapy,38,1947.7,74012.6,44087.44,29925.16,2024,USD,Cash,11,November,0.4043,1160.2
2024-09-12,East,Pediatrics,Consultation,43,3011.69,129502.67,110959.9,18542.77,2024,EUR,Online Payment,9,September,0.1432,2580.46
2023-03-15,South,Orthopedics,Consultation,46,1387.06,63804.76,41752.28,22052.48,2023,EUR,Online Payment,3,March,0.3456,907.66
2024-04-06,North,Orthopedics,Medication,27,4279.88,115556.76,100531.99,15024.76999999999,2024,INR,Insurance,4,April,0.13,3723.41
2024-04-26,East,Cardiology,Surgery,19,4461.25,84763.75,53538.14,31225.61,2024,USD,Online Payment,4,April,0.3684,2817.8
2024-07-23,West,Emergency,Surgery,3,4619.11,13857.33,7802.43,6054.9,2024,EUR,Insurance,7,July,0.4369,2600.81
2023-12-20,North,Orthopedics,Medication,18,3526.23,63472.14,41143.6,22328.54,2023,INR,Cash,12,December,0.3518,2285.76
2023-11-19,North,Emergency,Medication,19,2929.72,55664.68,34345.83,21318.85,2023,USD,Online Payment,11,November,0.383,1807.68
2023-01-06,South,Emergency,Consultation,1,3573.65,3573.65,2633.48,940.1700000000001,2023,EUR,Insurance,1,January,0.2631,2633.48
2023-06-20,West,General Medicine,Surgery,36,3953.66,142331.76,121609.86,20721.90000000001,2023,INR,Online Payment,6,June,0.1456,3378.05
2023-06-20,South,Orthopedics,Diagnostics,5,3132.15,15660.75,9513.67,6147.08,2023,USD,Insurance,6,June,0.3925,1902.73
2024-07-24,North,Oncology,Diagnostics,1,1469.08,1469.08,819.78,649.3,2024,EUR,Insurance,7,July,0.442,819.78
2024-11-20,West,Oncology,Diagnostics,13,4957.54,64448.02,55539.66,8908.359999999993,2024,EUR,Insurance,11,November,0.1382,4272.28
2024-10-31,North,Oncology,Consultation,31,2108.95,65377.45,57319.32,8058.129999999997,2024,EUR,Online Payment,10,October,0.1233,1849.01
2024-10-22,West,Emergency,Consultation,25,928.22,23205.5,19883.47,3322.029999999999,2024,INR,Cash,10,October,0.1432,795.34
2023-04-10,East,Orthopedics,Diagnostics,11,2003.67,22040.37,15964.02,6076.349999999999,2023,EUR,Insurance,4,April,0.2757,1451.27
2024-07-28,South,General Medicine,Consultation,36,4281.97,154150.92,113294.59,40856.33000000002,2024,INR,Online Payment,7,July,0.265,3147.07
2023-09-05,North,Pediatrics,Diagnostics,4,3768.87,15075.48,8942.98,6132.5,2023,INR,Insurance,9,September,0.4068,2235.74
2023-05-16,South,General Medicine,Consultation,37,1867.97,69114.89,47780.78,21334.11,2023,EUR,Cash,5,May,0.3087,1291.37
2023-02-21,North,Pediatrics,Surgery,47,2902.17,136401.99,98107.64,38294.34999999999,2023,USD,Online Payment,2,February,0.2807,2087.4
2024-09-03,West,Oncology,Surgery,37,4037.95,149404.15,80081.66,69322.48999999999,2024,EUR,Cash,9,September,0.464,2164.37
2023-02-06,East,Emergency,Consultation,24,4378.25,105078.0,83862.85,21215.14999999999,2023,USD,Online Payment,2,February,0.2019,3494.29
2023-01-21,North,Cardiology,Therapy,11,4873.28,53606.08,48122.38,5483.700000000004,2023,EUR,Cash,1,January,0.1023,4374.76
2023-06-22,South,Oncology,Diagnostics,4,4832.26,19329.04,16202.82,3126.220000000001,2023,INR,Cash,6,June,0.1617,4050.7
2024-09-28,East,Oncology,Therapy,49,3778.68,185155.32,118178.88,66976.44,2024,EUR,Cash,9,September,0.3617,2411.81
2024-06-01,East,Orthopedics,Surgery,50,458.41,22920.5,16528.21,6392.290000000001,2024,INR,Online Payment,6,June,0.2789,330.56
2023-07-15,South,General Medicine,Surgery,19,1321.59,25110.21,18345.83,6764.379999999997,2023,USD,Cash,7,July,0.2694,965.57
